CSD_Code,Contains_Organic_Ligand,Num_Organic_Ligands,Num_Nitrate_FS,Num_Nitrate_SS,Coordination_Number,Complex_Type
GAJXUL,True,1,3,0,10,1:1
GAKBIE,True,1,3,0,10,1:1
GERSUT,False,0,6,0,12,other_inorganic
GIBZUP,True,2,3,0,10,1:1
GILJIU,True,1,1,0,9,other_organic
GIMYAG,True,1,3,0,9,1:1
GOGJAP,True,2,3,0,10,1:1
GOYMAK,True,1,2,0,12,1:1
GUKQEJ,True,1,3,0,10,1:1
GULDAV,True,1,3,0,10,1:1
HAVLIB,True,1,3,0,11,1:1
HAYLID,True,2,3,0,10,1:1
HEDKAC,True,1,3,0,11,1:1
HEDKAC01,True,1,3,0,11,1:1
HEMMUL,False,0,5,0,10,other_inorganic
HEMNUM,False,0,6,0,12,other_inorganic
HEPYUX,True,3,3,0,9,1:1
HEQCIQ,True,2,3,0,10,1:1
HEQDEN,True,2,1,0,6,other_organic
HEWYEQ,True,1,2,0,10,1:1
HOJLIE,True,2,2,0,9,1:1
HOPZIW,True,1,3,0,1,1:1
HOQHAY,True,1,3,0,10,1:1
HUMQUC,True,1,2,1,1,2:1
HUPVOF,True,2,3,0,1,1:1
HUWZAA,True,1,2,0,12,1:1
HUWZUU,True,1,2,0,12,1:1
HUXBAD,True,1,2,0,12,1:1
ICIDUV,True,1,2,1,10,2:1
IKIBAF,False,0,6,0,9,other_inorganic
IPIDOC,True,1,2,0,9,1:1
IRIQOR,True,1,2,0,10,1:1
IRIQUX,True,1,1,0,9,other_organic
IWUROI,True,1,3,0,10,1:1
IWUVAY,True,1,3,0,10,1:1
IXULET,True,3,3,0,9,1:1
IYUGOB,True,1,0,0,11,other_organic
IYUKIZ,True,1,0,0,10,other_organic
JAGHIJ,True,1,3,0,10,1:1
JELCUB,True,2,1,1,10,2:1
JESVIQ,True,2,1,0,3,other_organic
JEXXUF,True,1,3,0,12,1:1
JEXXUF01,True,1,3,0,12,1:1
JOQVUI,True,1,3,0,10,1:1
JOQWIX,True,2,1,2,10,2:1
KADSUF,True,1,6,0,12,other_organic
KAHGEF,True,1,3,0,10,1:1
KAMDUX,False,0,4,0,10,other_inorganic
KAMDUX01,False,0,4,0,10,other_inorganic
KAWBIT,True,1,2,0,11,1:1
KEDTIY,True,2,3,0,9,1:1
KERPEF,True,2,3,0,12,1:1
KERXAJ,True,2,1,0,2,other_organic
KITHOL,True,1,3,0,1,1:1
KODFIU,True,2,3,0,9,1:1
KODGER,True,1,3,0,10,1:1
KULVUJ,True,2,1,0,1,other_organic
KUNRIV,True,1,1,0,9,other_organic
KUNVEV,True,2,1,0,1,other_organic
